0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,100.0,-50.0,0.0,-100.0,50.0,-40.0,10000.0,0.0,100.0,-50.0,0.0,-100.0,50.0,-40.0,10000.0
0.01,0.9938286134558746,98.5705465270966,-234.3172717299829,-0.9780544152655346,-94.25063986481032,1099.346179060163,-225.3684118382674,9977.31770891114,0.9940491194769516,98.47012808464514,-253.6738778660427,-0.977677620549654,-93.58174065092888,1220.3708751064776,-234.04770486392516,9904.206904120343
0.02,1.962419282112647,95.18023170282312,-421.0576023924364,-1.836040779074714,-77.31717942339867,2151.0613598757677,-402.61637711812335,9944.804630725012,1.962894607282651,94.99244195538186,-437.6353644932979,-1.834495310748388,-76.06578199028354,2249.182474169747,-408.99307069172784,9827.743417473566
0.03,2.887428064721309,90.07418369027415,-578.9257487759579,-2.4716474557076915,-51.10914665738599,2961.6351812144862,-551.574408464482,9894.943018238642,2.888222893046391,89.81627887611664,-592.0000498678738,-2.468498089972279,-49.440564867970906,3025.9408653063283,-555.0604655500503,9778.840254801804
0.04,3.753455166369781,83.58212430888528,-700.9723180446849,-2.8074402850542213,-18.53720943227751,3445.0950776050386,-665.3796728310052,9828.369880489246,3.754652577587037,83.27323352561908,-710.1936805010474,-2.802699278220381,-16.663799715389853,3468.6728766179363,-665.7216231235697,9754.048691386935
0.05,4.548707058618525,76.08505038885889,-783.5316773735576,-2.799075558702504,16.816670537311232,3550.40474524929,-740.4061284840527,9756.228791076584,4.55039258974705,75.74441357040828,-788.8548996793704,-2.793217344966886,18.660113273967,3530.504601310675,-737.6218799082895,9743.700282638682
0.06,5.265333409883575,67.98361566302526,-825.9951822361097,-2.440045013112161,51.05844252134261,3263.035534961219,-776.0512503212797,9698.539620332947,5.267580126950569,67.62935877834927,-827.6267181282058,-2.433963768806323,52.63803556293765,3201.629091652051,-770.3844891545577,9738.762213161564
0.07,5.899462237776406,59.66988206528316,-830.0407470321414,-1.7626288457037649,80.38948746173502,2612.8151597678952,-773.9202012415153,9674.312745928186,5.902320754361254,59.318860670194205,-828.0370988763252,-1.7575328300857604,81.50142175712647,2516.476180513388,-765.5015542079423,9732.9201124312
0.08,6.451054595457478,51.51937128021682,-798.036673042774,-0.8345824657637241,101.5234626636222,1667.5899222878363,-736.3796350149819,9690.99938660035,6.454556059331598,51.18736741132686,-793.2269489213137,-0.8318434864936864,102.01652288368584,1547.6104790750162,-726.0667105138558,9722.627941586286
0.09,6.92352338709788,43.83898957938317,-740.6709418240681,0.2480557908982136,112.06359543595842,532.6952777805304,-674.1709244057549,9738.588314240827,6.927668549769319,43.53404688858899,-734.5627642236032,0.2471313007596949,111.86761823257952,403.86877201158194,-663.3954898855894,9706.76741811917
0.1,7.322675002890928,36.80953676978464,-671.2925866658455,1.3716376971089546,110.79948050536863,-665.1681386050867,-600.6102928997866,9795.278521528282,7.327413026325149,36.53124847878039,-665.3604969516559,1.3660846608195092,109.93429802231456,-787.2974202887691,-590.7557067173929,9688.461351162816
0.11,7.655385268210916,30.47800229461316,-603.0338441375702,2.4175687799655994,97.82875581782014,-1794.1179524354716,-528.7835111549306,9836.767143549168,7.660601757509662,30.218860158545134,-598.5061656396213,2.4069953135614037,96.39934247159636,-1895.1954889926171,-520.9901772363901,9673.262718702726
0.12,7.92831037424794,24.76878119551647,-547.2506469838158,3.275344812293485,74.52714977548602,-2731.7686676012027,-469.9940566647253,9844.631060482214,7.933828105265428,24.51639113967097,-544.9964046349519,3.26007669681978,72.70823762852143,-2800.2265938248643,-465.0596876963011,9664.746414770005
0.1300000000000001,8.146782587253698,19.5071702645257,-512.5724119640522,3.8545181202391134,43.38148483052501,-3377.937364065496,-432.8219099492512,9812.923473900672,8.152373997451546,19.24665007560581,-513.0795071327501,3.835634372413762,41.39485156407538,-3406.1172980484066,-431.18740826941496,9662.047215483472
0.1400000000000001,8.313980422328411,14.449219756512155,-504.5202536560142,4.094357470230115,7.7115296569965555,-3664.349242760773,-422.7428935995512,9751.87761283397,8.319387900686287,14.165214443911855,-508.0406717517917,4.073616199600712,5.799468053310845,-3648.9972903017465,-424.647674728178,9661.70797789375
0.1500000000000001,8.430375998134783,9.30341176662553,-527.738515420179,3.970300121230923,-28.67517434838525,-3557.662828520925,-444.32487021544193,9686.0211122646,8.435329231806985,8.979397007629276,-534.5042878480469,3.949989056804802,-30.270907360206024,-3499.036066938537,-450.071302138232,9661.373196473562
0.1600000000000001,8.493333254201087,3.751224961931124,-581.9809424290652,3.496906078364671,-61.84153664843738,-3064.4894978517664,-497.3683487321748,9642.297507335834,8.497565993560318,3.373875178026433,-591.1660198133079,3.4796431229588425,-62.91083877195986,-2969.576311645845,-506.1792656134876,9658.55710177143
0.1700000000000001,8.497206355649286,-2.4845838325357783,-660.559301422579,2.726617768315377,-88.1953318588754,-2240.842200710945,-575.2065507260428,9635.514297971446,8.500491781852089,-2.9212492508306536,-670.8750681389538,2.715017577538493,-88.59532002079108,-2121.3879899503863,-585.8782438102645,9649.369827663002
0.1800000000000001,8.434038549091587,-9.591527749165332,-752.8511769248678,1.7438417394111871,-104.91918647892513,-1180.1238961694842,-667.3915206353896,9664.110252888258,8.436226844993532,-10.08457246183016,-762.793178278289,1.7401263806128495,-104.5935725339676,-1050.7695442627123,-678.5313395621964,9632.514607185418
0.1900000000000001,8.294636864497706,-17.63813580358827,-846.2405564237583,0.6553958885552416,-110.28063485648666,-1.1656875411156538,-761.478450756309,9713.13815285068,8.295684462298327,-18.17609071936045,-854.3806986088658,0.6610291995120232,-109.26624496436284,122.5437804194174,-771.7520381795911,9611.71103509866
0.2000000000000001,8.069827606980972,-26.56480169049324,-928.002837693226,-0.4214324850558733,-103.80930602553344,1166.0099028307336,-844.8932873441786,9760.518508472069,8.06981038792438,-27.129463908241707,-933.1786361593314,-0.4060230973519219,-102.22972225086328,1269.5782290679597,-853.2133650514513,9593.486201502055
0.2100000000000001,7.751708516678369,-36.19134411980195,-986.819457114584,-1.3717978793010157,-86.32768391281222,2194.8625126014954,-906.4564259414084,9784.419282813107,7.750816618819976,-36.76032906597829,-988.2383104519652,-1.347365535668069,-84.37610339899244,2266.4736726798747,-912.077255648732,9582.242969376402
0.2200000000000001,7.334752542277377,-46.23697859498208,-1013.762152821853,-2.095730335001353,-59.84127746113107,2975.6616469646565,-937.3390550723764,9771.15449662348,7.333268858841706,-46.78633115002405,-1011.0102386027096,-2.0641973754850502,-57.7560025217282,3007.335961143752,-939.861247510445,9577.31644941034
0.2300000000000001,6.816676570797154,-56.34406753021365,-1001.5122483429336,-2.5187933150584323,-27.310799494789148,3425.354093334876,-930.1601433796144,9722.312036278548,6.814947092894154,-56.84856265851585,-993.7337825109532,-2.483094198906502,-25.349873427536934,3412.5247069391157,-928.8096417379182,9574.962092483467
0.2400000000000001,6.199238983793346,-66.06704622021458,-940.9175284403996,-2.6000997185052306,7.631318553909356,3491.1067285985537,-875.7679430029775,9655.375982432492,6.197660568037845,-66.49817161001717,-927.992690414168,-2.563950018870557,9.211715717464037,3434.31318211259,-870.4305128344057,9570.697103014823
0.2500000000000001,5.488987948578577,-74.91441303243495,-831.8170315265661,-2.3370876921163326,41.05441403375789,3162.870897897613,-773.9878217258233,9592.824476337675,5.487974093852808,-75.24928574960929,-814.7350482861858,-2.304630881819711,42.03775488475871,3068.427815175812,-765.509171206193,9557.299585125054
0.2600000000000002,4.697235357758369,-82.4314558478496,-680.564167500835,-1.7660469675956612,69.18155724074748,2477.653818486532,-631.0050328748528,9548.99835449488,4.697155710164888,-82.65689727190149,-660.8799627343427,-1.741367506819494,69.42471046197505,2357.36476016389,-620.7311657766521,9525.20236118676
0.2700000000000002,3.8393764293081136,-88.25497291606945,-498.36547308434166,-0.9579968628396248,88.85193026097195,1515.310192222571,-457.7901147139248,9525.125454403924,3.8404947821458206,-88.36936188932381,-477.907197139178,-0.944572528610934,88.30726766402961,1384.1826518260116,-447.30141947564425,9468.35791169174
0.2800000000000002,2.9337462507836443,-92.15189935648311,-299.3911833607484,-0.0104379744653437,97.88197236736406,386.32348517526617,-268.2404272086958,9512.926383352062,2.9361702489521577,-92.16479728894336,-279.9338622596736,-0.0106304927059927,96.60389364218102,260.4701297829416,-259.0562142164719,9390.67477596452
0.2900000000000002,2.000203477815804,-94.03690177309952,-98.58343021463143,0.9638145849981046,95.29804028040796,-781.9284316353157,-77.0242688667462,9500.506131933576,2.003856904013224,-93.9667295251302,-81.57992584124793,0.949145740878426,93.43499512006824,-887.4034109403245,-70.36072081035019,9306.05909842277
0.3000000000000002,1.0586558320496644,-93.9689587068256,90.29966260124831,1.849331627845684,81.42324642968488,-1860.1222194810384,102.34364248974904,9476.831036228874,1.0632788747826607,-93.83950429724786,103.87238218727953,1.8210293159533824,79.19746275013364,-1932.915649003895,105.70958527121284,9231.48131756934
0.3100000000000002,0.1277154208392038,-92.13147470566544,256.0425620991244,2.540825067031734,57.8177001788748,-2731.1437526275167,258.8404743005126,9434.680017706847,0.1328917254074002,-91.96817063704604,265.7129165909496,2.5014173963260924,55.496558538540334,-2763.0218996716985,258.59367869103096,9178.13469903808
