Time,kappa,pos*,vel*,p1*,p2*,f*,pos,vel,p1,p2,f
8.59,0.437490318,0.477413565,0.018608859,2954735.865,4745302.67,9900.272246,0.476841134,0.017795816,2953522.66,4746516.81,10001.34001
8.6,0.437061256,0.47761587,0.020235967,2950903.989,4749114.235,9778.900246,0.477036287,0.019520414,2949836.461,4750182.215,9875.982167
8.61,0.436939972,0.477829591,0.021378203,2950767.216,4749231.646,9665.289407,0.47724367,0.020744114,2949821.048,4750177.786,9750.725476
8.62,0.437114526,0.478050214,0.022068843,2954205.099,4745775.656,9552.153268,0.477458283,0.021467562,2953307.405,4746672.852,9627.862217
8.63,0.437567975,0.478273241,0.022309301,2960981.691,4738982.465,9437.741067,0.477675223,0.021700281,2960071.711,4739891.499,9509.536065
8.64,0.438278866,0.478494104,0.022092767,2970786.831,4729162.441,9324.988833,0.477889763,0.021460205,2969840.708,4730107.197,9397.714542
8.65,0.439221798,0.478708286,0.021424353,2983272.999,4716663.259,9218.618563,0.478097436,0.020773094,2982297.724,4717636.781,9294.165566
8.66,0.440368047,0.478911521,0.020328931,2998074.691,4701850.535,9122.644252,0.478294103,0.019671844,2997089.318,4702833.807,9200.437437
8.67,0.44168624,0.479099957,0.018848291,3014812.656,4685103.584,9039.336735,0.478476016,0.018195681,3013832.508,4686081.333,9117.84184
8.68,0.443143052,0.479270257,0.017033819,3033092.081,4666817.25,8969.452153,0.478639873,0.016389272,3032122.493,4667784.19,9047.439746
8.69,0.44470394,0.479419629,0.01494009,3052502.617,4647401.872,8912.987962,0.478782863,0.01430174,3051540.79,4648360.858,8990.030397
8.7,0.44633386,0.479545825,0.012621662,3072623.528,4627278.148,8869.823208,0.478902701,0.011985609,3071663.627,4628235.074,8946.143769
8.71,0.447997993,0.479647137,0.010132595,3093033.096,4606867.728,8839.972193,0.478997646,0.009495693,3092070.429,4607827.347,8916.037009
8.72,0.449662428,0.479722394,0.007526375,3113318.608,4586583.232,8823.510094,0.479066519,0.006887942,3112352.216,4587546.564,8899.695346
8.73,0.451294828,0.479770135,0.004774438,3132962.887,4566941.719,8820.451154,0.479108699,0.004218286,3132119.709,4567781.887,8896.837868
8.74,0.45286503,0.479789404,0.001926972,3151596.524,4548312.46,8840.371206,0.479124114,0.001541486,3151010.939,4548895.149,8906.928347
8.75,0.45434559,0.479779494,-0.000991047,3168849.605,4531065.211,8883.048626,0.479113214,-0.001089969,3168698.17,4531213.929,8929.191089
8.76,0.45571226,0.4797408,-0.0038692,3184527.242,4515394.693,8950.788289,0.479076943,-0.003626903,3184893.961,4515025.491,8962.631515
8.77,0.456944386,0.4796762,-0.006459444,3198696.037,4501234.124,9035.074264,0.479016695,-0.006024385,3199356.236,4500571.723,9006.061008
8.78,0.458025216,0.479589252,-0.008693816,3211206.713,4488732.591,9110.228331,0.47893426,-0.008242562,3211892.217,4488045.194,9058.125393
8.79,0.458942125,0.479483088,-0.010614921,3221802.441,4478146.717,9171.385688,0.478831773,-0.010247344,3222361.177,4477586.412,9117.336313
8.8,0.459686742,0.479360208,-0.012286014,3230257.645,4469701.855,9226.136402,0.478711644,-0.01201095,3230675.937,4469282.325,9182.104792
8.81,0.460254988,0.47922281,-0.013737328,3236460.715,4463509.38,9283.728567,0.478576497,-0.013512293,3236803.107,4463166.083,9250.776224
8.82,0.460647017,0.47907319,-0.014959044,3240424.334,4459556.372,9348.626537,0.478429096,-0.01473721,3240762.096,4459218.032,9321.666122
8.83,0.460867073,0.478913937,-0.015921974,3242252.022,4457739.071,9419.674105,0.478272278,-0.015678526,3242622.924,4457367.905,9393.096006
8.84,0.460923256,0.478747883,-0.016601715,3242097.887,4457903.138,9492.597119,0.478108883,-0.016335968,3242502.923,4457498.132,9463.428801
8.85,0.460827215,0.478577925,-0.016991955,3240141.623,4459868.651,9562.943141,0.477941686,-0.016715932,3240562.413,4459448.158,9531.103194
8.86,0.46059376,0.478406835,-0.017105121,3236581.715,4463436.916,9627.736952,0.477773337,-0.016831101,3236999.489,4463019.674,9594.666339
8.87,0.460240427,0.478237137,-0.016965952,3231638.488,4468387.419,9685.63379,0.4776063,-0.016699947,3232044.04,4467982.599,9652.804283
8.88,0.459786978,0.478071056,-0.01660448,3225557.297,4474474.644,9736.237417,0.477442803,-0.016346107,3225951.167,4474081.666,9704.369476
8.89,0.459254866,0.477910501,-0.016051972,3218606.59,4481430.015,9779.356468,0.477284793,-0.015797674,3218994.158,4481043.457,9748.404687
8.9,0.458666673,0.477757069,-0.015340086,3211070.682,4488969.125,9814.624324,0.477133898,-0.015086388,3211457.203,4488583.69,9784.162666
8.91,0.458045527,0.477612024,-0.014501663,3203239.853,4496801.645,9841.508555,0.476991403,-0.014246778,3203628.013,4496414.604,9811.12097
8.92,0.457414523,0.477476285,-0.013571477,3195400.516,4504641.151,9859.518725,0.476858226,-0.013315249,3195790.529,4504252.252,9828.991445
8.93,0.456796145,0.477350402,-0.01258612,3187826.941,4512213.41,9868.409746,0.476734914,-0.012329149,3188217.876,4511823.543,9837.724045
8.94,0.456211715,0.477234554,-0.011583014,3180774.677,4519262.949,9868.277117,0.476621638,-0.011325825,3181165.729,4518872.884,9837.504826
8.95,0.455680878,0.477128548,-0.010599042,3174475.142,4525558.466,9859.544357,0.476518207,-0.010341703,3174866.205,4525168.276,9828.748195
8.96,0.45522112,0.47703197,-0.00965657,3169150.029,4530878.415,9842.895676,0.476424081,-0.009411399,3169522.422,4530506.755,9812.083684
8.97,0.454847357,0.476944525,-0.008743407,3165035.726,4534986.591,9817.691145,0.476338402,-0.008566878,3165303.806,4534719.082,9788.337715
8.98,0.454571572,0.476865641,-0.007887623,3162264.796,4537750.635,9779.64527,0.476260026,-0.007836699,3162342.229,4537673.595,9758.510992
8.99,0.454402534,0.47679453,-0.007110376,3160933.606,4539074.406,9729.848672,0.476187566,-0.007245336,3160729.037,4539279.178,9723.752224
9,0.45434559,0.476729887,-0.006463777,3161041.997,4538958.299,9669.172225,0.476119433,-0.0068126,3160513.01,4539487.294,9685.328977
9.01,0.45434559,0.476669929,-0.005995225,3161751.831,4538248.169,9602.837293,0.476053896,-0.006553176,3160905.671,4539094.329,9644.59643
9.02,0.45434559,0.476612308,-0.005761731,3162105.947,4537894.053,9546.748673,0.475989127,-0.006476277,3161022.289,4538977.711,9613.543832
9.03,0.45434559,0.47655407,-0.005823299,3162012.572,4537987.428,9518.795739,0.475923714,-0.006540712,3160924.573,4539075.427,9604.337958
9.04,0.45434559,0.47649219,-0.006187428,3161460.341,4538539.659,9526.166476,0.475857167,-0.006654152,3160752.54,4539247.46,9612.051729
9.05,0.45434559,0.47642456,-0.006762438,3160588.325,4539411.675,9569.758386,0.475789707,-0.006745292,3160614.325,4539385.675,9625.632163
9.06,0.45434559,0.476352819,-0.007173378,3159965.146,4540034.854,9638.595535,0.475721805,-0.006789572,3160547.176,4539452.824,9636.543005
9.07,0.45434559,0.476279776,-0.007303537,3159767.769,4540232.231,9687.790944,0.475653815,-0.006798425,3160533.75,4539466.25,9641.843913
9.08,0.45434559,0.476207402,-0.007236682,3159869.151,4540130.849,9703.372744,0.475585852,-0.00679562,3160538.003,4539461.997,9642.903758
9.09,0.45434559,0.476136243,-0.007115286,3160053.24,4539946.76,9695.369206,0.475517855,-0.0067991,3160532.727,4539467.273,9642.567995
9.1,0.45434559,0.47606643,-0.006980573,3160257.528,4539742.472,9680.836514,0.4754497,-0.006814792,3160508.93,4539491.07,9642.984515
9.11,0.45434559,0.475997709,-0.006871512,3160422.915,4539577.085,9664.709389,0.475381298,-0.006839585,3160471.332,4539528.668,9644.863095
9.12,0.45434559,0.475929439,-0.006826318,3160491.451,4539508.549,9651.653312,0.475312617,-0.006867396,3160429.156,4539570.844,9647.831176
9.13,0.45434559,0.4758608,-0.00686321,3160435.504,4539564.496,9646.242955,0.475243674,-0.006893728,3160389.226,4539610.774,9651.160617
9.14,0.45434559,0.475790974,-0.006981996,3160255.369,4539744.631,9650.659474,0.475174495,-0.006917149,3160353.707,4539646.293,9654.312833
9.15,0.45434559,0.475719467,-0.00714995,3160000.675,4539999.325,9664.879846,0.475105104,-0.006938497,3160321.334,4539678.666,9657.11675
9.16,0.45434559,0.475646767,-0.007269296,3159819.693,4540180.307,9684.986211,0.475035504,-0.00695932,3160289.757,4539710.243,9659.672328
9.17,0.45434559,0.475573604,-0.007315499,3159749.629,4540250.371,9699.273609,0.47496569,-0.006980745,3160257.266,4539742.734,9662.165126
9.18,0.45434559,0.475500464,-0.007313316,3159752.94,4540247.06,9704.804724,0.474895652,-0.007003118,3160223.338,4539776.662,9664.730024
9.19,0.45434559,0.475427459,-0.007299768,3159773.485,4540226.515,9704.543343,0.474825382,-0.007026221,3160188.303,4539811.697,9667.408459
9.2,0.45434559,0.475354511,-0.007294076,3159782.117,4540217.883,9702.921489,0.474754879,-0.007049661,3160152.758,4539847.242,9670.174158
9.21,0.45434559,0.475281524,-0.007297915,3159776.294,4540223.706,9702.240032,0.47468414,-0.007073156,3160117.128,4539882.872,9672.980192
9.22,0.45434559,0.475208291,-0.007322569,3159738.908,4540261.092,9702.699694,0.474613167,-0.007096624,3160081.54,4539918.46,9675.792952
9.23,0.45434559,0.475134634,-0.007364947,3159674.645,4540325.355,9705.651112,0.474541959,-0.007120122,3160045.906,4539954.094,9678.602429
9.24,0.45434559,0.475060544,-0.007408257,3159608.97,4540391.03,9710.724364,0.474470514,-0.007143749,3160010.078,4539989.922,9681.415458
9.25,0.45434559,0.47498611,-0.007442572,3159556.934,4540443.066,9715.909042,0.474398831,-0.007167572,3159973.951,4540026.049,9684.243838
9.26,0.45434559,0.474911427,-0.00746754,3159519.071,4540480.929,9720.017047,0.474326908,-0.007191614,3159937.493,4540062.507,9687.095889
9.27,0.45434559,0.474836541,-0.007487785,3159488.372,4540511.628,9723.006126,0.474254742,-0.007215857,3159900.73,4540099.27,9689.973972
9.28,0.45434559,0.474761453,-0.007508089,3159457.583,4540542.417,9725.429673,0.474182332,-0.007240277,3159863.698,4540136.302,9692.876241
9.29,0.45434559,0.474686136,-0.007530905,3159422.985,4540577.015,9727.860339,0.474109676,-0.007264855,3159826.428,4540173.572,9695.799628
9.3,0.45434559,0.474610565,-0.007556281,3159384.505,4540615.495,9730.591664,0.474036772,-0.007289585,3159788.927,4540211.073,9698.741933
9.31,0.45434559,0.474534726,-0.007583038,3159343.93,4540656.07,9733.629493,0.47396362,-0.007314469,3159751.191,4540248.809,9701.70243
9.32,0.45434559,0.474458619,-0.007609978,3159303.079,4540696.921,9736.832727,0.473890217,-0.007339513,3159713.215,4540286.785,9704.681413
9.33,0.45434559,0.474382245,-0.007636492,3159262.873,4540737.127,9740.057745,0.473816562,-0.007364718,3159674.993,4540325.007,9707.679458
9.34,0.45434559,0.474305611,-0.007662574,3159223.322,4540776.678,9743.231855,0.473742654,-0.007390085,3159636.525,4540363.475,9710.6969
9.35,0.45434559,0.474228718,-0.007688521,3159183.977,4540816.023,9746.354264,0.47366849,-0.007415611,3159597.817,4540402.183,9713.733691
9.36,0.45434559,0.474151563,-0.007714628,3159144.389,4540855.611,9749.460375,0.473594069,-0.007441293,3159558.873,4540441.127,9716.789514
9.37,0.45434559,0.474074144,-0.007741044,3159104.332,4540895.668,9752.585756,0.47351939,-0.007467128,3159519.697,4540480.303,9719.863968
9.38,0.45434559,0.473996458,-0.007767766,3159063.811,4540936.189,9755.748076,0.473444451,-0.007493112,3159480.293,4540519.707,9722.956699
9.39,0.45434559,0.473918502,-0.007794719,3159022.941,4540977.059,9758.94709,0.47336925,-0.007519246,3159440.665,4540559.335,9726.06743
9.4,0.45434559,0.473840275,-0.007821824,3158981.839,4541018.161,9762.173625,0.473293787,-0.007545526,3159400.813,4540599.187,9729.195941
9.41,0.45434559,0.473761776,-0.007849044,3158940.563,4541059.437,9765.418532,0.473218059,-0.007571951,3159360.743,4540639.257,9732.342019
9.42,0.45434559,0.473683004,-0.007876377,3158899.117,4541100.883,9768.677125,0.473142066,-0.007598518,3159320.456,4540679.544,9735.505429
9.43,0.45434559,0.473603956,-0.007903837,3158857.477,4541142.523,9771.94915,0.473065805,-0.007625226,3159279.957,4540720.043,9738.685908
9.44,0.45434559,0.473524633,-0.007931442,3158815.618,4541184.382,9775.236539,0.472989276,-0.007652071,3159239.248,4540760.752,9741.883168
9.45,0.45434559,0.473445032,-0.007959198,3158773.531,4541226.469,9778.541199,0.472912477,-0.007679052,3159198.335,4540801.665,9745.096914
9.46,0.45434559,0.473365152,-0.007987102,3158731.218,4541268.782,9781.863923,0.472835407,-0.007706165,3159157.221,4540842.779,9748.326846
9.47,0.45434559,0.473284991,-0.008015148,3158688.692,4541311.308,9785.204402,0.472758064,-0.007733409,3159115.909,4540884.091,9751.572669
9.48,0.45434559,0.473204549,-0.008043327,3158645.962,4541354.038,9788.561785,0.472680448,-0.007760781,3159074.404,4540925.596,9754.834088
9.49,0.45434559,0.473123823,-0.008071636,3158603.036,4541396.964,9791.935222,0.472602556,-0.007788277,3159032.709,4540967.291,9758.110804
9.5,0.45434559,0.473042813,-0.008100071,3158559.918,4541440.082,9795.324133,0.472524388,-0.007815897,3158990.827,4541009.173,9761.402519
9.51,0.45434559,0.472961517,-0.008128632,3158516.611,4541483.389,9798.728208,0.472445943,-0.007843637,3158948.763,4541051.237,9764.708931
9.52,0.45434559,0.472879934,-0.008157316,3158473.116,4541526.884,9802.147269,0.472367219,-0.007871494,3158906.521,4541093.479,9768.029738
9.53,0.45434559,0.472798064,-0.008186122,3158429.436,4541570.564,9805.581136,0.472288215,-0.007899467,3158864.104,4541135.896,9771.364638
9.54,0.45434559,0.472715903,-0.008215047,3158385.577,4541614.423,9809.029566,0.472208931,-0.007927552,3158821.517,4541178.483,9774.713333
9.55,0.45434559,0.472633453,-0.008244089,3158341.541,4541658.459,9812.492252,0.472129364,-0.007955748,3158778.762,4541221.238,9778.075525
9.56,0.45434559,0.47255071,-0.008273244,3158297.333,4541702.667,9815.968854,0.472049514,-0.007984052,3158735.844,4541264.156,9781.450922
9.57,0.45434559,0.472467675,-0.008302509,3158252.957,4541747.043,9819.459041,0.47196938,-0.008012461,3158692.765,4541307.235,9784.839233
9.58,0.45434559,0.472384346,-0.008331883,3158208.416,4541791.584,9822.962498,0.471888961,-0.008040974,3158649.531,4541350.469,9788.240174
9.59,0.45434559,0.472300723,-0.008361364,3158163.715,4541836.285,9826.478933,0.471808256,-0.008069587,3158606.143,4541393.857,9791.653466
9.6,0.45434559,0.472216803,-0.008390948,3158118.857,4541881.143,9830.008068,0.471727263,-0.008098299,3158562.606,4541437.394,9795.078835
9.61,0.45434559,0.472132586,-0.008420633,3158073.845,4541926.155,9833.549631,0.471645983,-0.008127107,3158518.923,4541481.077,9798.516016
9.62,0.45434559,0.472048072,-0.008450418,3158028.682,4541971.318,9837.103354,0.471564413,-0.00815601,3158475.096,4541524.904,9801.964748
9.63,0.45434559,0.471963258,-0.008480301,3157983.371,4542016.629,9840.668973,0.471482553,-0.008185006,3158431.13,4541568.87,9805.42478
9.64,0.45434559,0.471878145,-0.008510278,3157937.917,4542062.083,9844.24623,0.471400402,-0.008214091,3158387.027,4541612.973,9808.895869
9.65,0.45434559,0.471792731,-0.008540349,3157892.322,4542107.678,9847.834875,0.471317959,-0.008243266,3158342.789,4541657.211,9812.377782
9.66,0.45434559,0.471707015,-0.00857051,3157846.588,4542153.412,9851.434671,0.471235224,-0.008272527,3158298.42,4541701.58,9815.870293
9.67,0.45434559,0.471620997,-0.008600762,3157800.718,4542199.282,9855.045391,0.471152195,-0.008301873,3158253.922,4541746.078,9819.373189
9.68,0.45434559,0.471534675,-0.008631101,3157754.716,4542245.284,9858.666817,0.471068872,-0.008331302,3158209.298,4541790.702,9822.886265
9.69,0.45434559,0.471448049,-0.008661526,3157708.583,4542291.417,9862.298745,0.470985254,-0.008360813,3158164.55,4541835.45,9826.40933
9.7,0.45434559,0.471361117,-0.008692035,3157662.322,4542337.678,9865.940981,0.470901339,-0.008390405,3158119.679,4541880.321,9829.942201
9.71,0.45434559,0.47127388,-0.008722628,3157615.936,4542384.064,9869.593343,0.470817128,-0.008420077,3158074.689,4541925.311,9833.484708
9.72,0.45434559,0.471186335,-0.008753303,3157569.425,4542430.575,9873.255661,0.470732619,-0.008449826,3158029.58,4541970.42,9837.036695
9.73,0.45434559,0.471098483,-0.008784058,3157522.791,4542477.209,9876.927778,0.470647812,-0.008479652,3157984.356,4542015.644,9840.598016
9.74,0.45434559,0.471010323,-0.008814893,3157476.038,4542523.962,9880.60955,0.470562706,-0.008509553,3157939.016,4542060.984,9844.168538
9.75,0.45434559,0.470921853,-0.008845807,3157429.165,4542570.835,9884.300846,0.470477299,-0.00853953,3157893.562,4542106.438,9847.748144
9.76,0.45434559,0.470833074,-0.008876798,3157382.175,4542617.825,9888.001549,0.470391593,-0.008569581,3157847.996,4542152.004,9851.336726
9.77,0.45434559,0.470743983,-0.008907867,3157335.067,4542664.933,9891.711557,0.470305585,-0.008599706,3157802.319,4542197.681,9854.934193
9.78,0.45434559,0.470654581,-0.008939011,3157287.845,4542712.155,9895.430781,0.470219275,-0.008629904,3157756.531,4542243.469,9858.540467
9.79,0.45434559,0.470564867,-0.008970232,3157240.507,4542759.493,9899.159146,0.470132662,-0.008660174,3157710.633,4542289.367,9862.155484
9.8,0.45434559,0.47047484,-0.009001528,3157193.055,4542806.945,9902.896593,0.470045745,-0.008690517,3157664.625,4542335.375,9865.779195
9.81,0.45434559,0.470384499,-0.009032899,3157145.489,4542854.511,9906.643077,0.469958524,-0.008720932,3157618.508,4542381.492,9869.411563
9.82,0.45434559,0.470293843,-0.009064346,3157097.809,4542902.191,9910.398569,0.469870999,-0.008751419,3157572.282,4542427.718,9873.052568
9.83,0.45434559,0.470202872,-0.009095867,3157050.015,4542949.985,9914.163054,0.469783167,-0.008781978,3157525.946,4542474.054,9876.702205
9.84,0.45434559,0.470111585,-0.009127464,3157002.107,4542997.893,9917.936532,0.46969503,-0.008812609,3157479.501,4542520.499,9880.360483
9.85,0.45434559,0.470019981,-0.009159137,3156954.085,4543045.915,9921.719021,0.469606585,-0.008843314,3157432.945,4542567.055,9884.027427
9.86,0.45434559,0.469928059,-0.009190885,3156905.948,4543094.052,9925.510553,0.469517832,-0.008874091,3157386.279,4542613.721,9887.703075
9.87,0.45434559,0.46983582,-0.00922271,3156857.695,4543142.305,9929.311174,0.469428771,-0.008904942,3157339.501,4542660.499,9891.387482
9.88,0.45434559,0.469743261,-0.009254612,3156809.325,4543190.675,9933.120949,0.4693394,-0.008935868,3157292.61,4542707.39,9895.080719
9.89,0.45434559,0.469650382,-0.009286592,3156760.837,4543239.163,9936.939955,0.469249719,-0.008966869,3157245.606,4542754.394,9898.78287
9.9,0.45434559,0.469557182,-0.00931865,3156712.23,4543287.77,9940.768289,0.469159727,-0.008997946,3157198.485,4542801.515,9902.494037
9.91,0.45434559,0.469463661,-0.009350789,3156663.501,4543336.499,9944.606062,0.469069424,-0.009029101,3157151.247,4542848.753,9906.214335
9.92,0.45434559,0.469369818,-0.009383009,3156614.65,4543385.35,9948.4534,0.468978808,-0.009060334,3157103.891,4542896.109,9909.943896
9.93,0.45434559,0.469275651,-0.009415311,3156565.674,4543434.326,9952.310445,0.468887879,-0.009091648,3157056.413,4542943.587,9913.682867
9.94,0.45434559,0.469181161,-0.009447697,3156516.57,4543483.43,9956.177357,0.468796636,-0.009123043,3157008.811,4542991.189,9917.431411
9.95,0.45434559,0.469086345,-0.009480169,3156467.338,4543532.662,9960.05431,0.468705078,-0.00915452,3156961.084,4543038.916,9921.189705
9.96,0.45434559,0.468991204,-0.009512728,3156417.973,4543582.027,9963.941495,0.468613204,-0.009186083,3156913.228,4543086.772,9924.957942
9.97,0.45434559,0.468895737,-0.009545376,3156368.473,4543631.527,9967.839117,0.468521014,-0.009217732,3156865.242,4543134.758,9928.736331
9.98,0.45434559,0.468799942,-0.009578114,3156318.836,4543681.164,9971.747399,0.468428506,-0.00924947,3156817.12,4543182.88,9932.525096
9.99,0.45434559,0.468703818,-0.009610946,3156269.057,4543730.943,9975.666578,0.46833568,-0.009281299,3156768.861,4543231.139,9936.324473
10,0.45434559,0.468607365,-0.009643874,3156219.134,4543780.866,9979.596908,0.468242534,-0.009313221,3156720.462,4543279.538,9940.134719
,,0.468510582,-0.009676899,3156169.062,4543830.938,9983.538656,0.468149069,-0.009345238,3156671.917,4543328.083,9943.956099
