Time,kappa,pos,vel,acc,p1,p2,f
5.83,0.492707257,0.496215357,-0.044412533,-0.716236328,3620700.517,4079264.756,7422.171994
5.84,0.495456008,0.495737216,-0.051212955,-0.64383668,3660551.238,4039416.814,7584.193715
5.85,0.497556423,0.495194949,-0.057237814,-0.561140334,3692583.539,4007388.785,7770.292749
5.86,0.498975378,0.49459679,-0.062391323,-0.469583097,3716275,3983703.496,7977.683798
5.87,0.499690494,0.493951858,-0.066592629,-0.370715068,3731240.355,3968746.542,8203.292375
5.88,0.499690494,0.493270001,-0.069776793,-0.26616843,3737235.858,3962761.888,8443.796159
5.89,0.498975378,0.492561632,-0.071895479,-0.15763008,3734161.961,3965849.164,8695.658178
5.9,0.497556423,0.491837564,-0.072917382,-0.046819078,3722064.608,3977962.352,8955.153244
5.91,0.495456008,0.491108834,-0.072828459,0.064531944,3701135.199,3998909.811,9218.390931
5.92,0.492707257,0.490386535,-0.071631982,0.174692964,3671709.123,4028355.741,9481.339822
5.93,0.489353519,0.48968164,-0.069348431,0.281952228,3634262.557,4065823.392,9739.858376
5.94,0.485447685,0.489004831,-0.066015228,0.384633237,3589407.105,4110700.449,9989.73761
5.95,0.481051353,0.488366336,-0.06168628,0.481114569,3537881.8,4162247.064,10226.75968
5.96,0.476233855,0.487775762,-0.056431313,0.569853409,3480542.057,4219606.945,10446.77452
5.97,0.471071166,0.487241945,-0.050334945,0.649412811,3418345.326,4281821.758,10645.794
5.98,0.465644705,0.486772808,-0.043495479,0.718491831,3352333.45,4347848.827,10820.10048
5.99,0.46004005,0.486375227,-0.036023384,0.775956851,3283612.048,4416581.814,10966.36329
6,0.45434559,0.486054925,-0.028039471,0.820871787,3213327.562,4486873.714,11081.75495
6.01,0.448651129,0.485816374,-0.019672784,0.852524567,3142642.924,4557561.241,11164.05717
6.02,0.443046474,0.485662725,-0.011058266,0.870447355,3072712.946,4627489.446,11211.74694
6.03,0.437620013,0.485595765,-0.002334251,0.874428425,3004660.687,4695535.367,11224.0542
6.04,0.432457324,0.485615893,0.006360101,0.864514353,2939555.894,4760629.56,11200.9852
6.05,0.427639826,0.485722126,0.014887348,0.841002188,2878396.503,4821774.577,11143.30909
6.06,0.423243494,0.485912126,0.023114183,0.804422278,2822093.799,4878059.759,11052.50923
6.07,0.41933766,0.486182256,0.030913639,0.755513369,2771461.522,4928672.079,10930.70414
6.08,0.415983923,0.486527647,0.038167024,0.695192364,2727208.805,4972903.163,10780.54614
6.09,0.413235172,0.486942297,0.044765534,0.624521521,2689936.501,5010152.914,10605.10738
6.1,0.411134756,0.48741917,0.05061155,0.544675975,2660136.193,5039930.467,10407.76334
6.11,0.409715802,0.487950314,0.05561961,0.456914188,2638191.051,5061853.307,10192.08346
6.12,0.409000685,0.488526987,0.05971713,0.362553395,2624377.646,5075645.44,9961.736205
6.13,0.409000685,0.489139789,0.062844894,0.262951295,2618867.886,5081135.437,9720.413895
6.14,0.409715802,0.489778795,0.064957405,0.159494344,2621730.449,5078255.004,9471.779168
6.15,0.411134756,0.490433695,0.066023144,0.053592074,2632931.258,5067038.509,9219.432517
6.16,0.413235172,0.491093935,0.066024795,-0.053324044,2652332.855,5047623.594,8966.897528
6.17,0.415983923,0.49174886,0.064959475,-0.159799348,2679692.818,5020252.779,8717.618648
6.18,0.41933766,0.492387859,0.062838967,-0.264354956,2714661.608,4985275.598,8474.965077
6.19,0.423243494,0.493000513,0.059689959,-0.365489739,2756780.517,4943150.666,8242.234051
6.2,0.427639826,0.493576744,0.055554225,-0.461687808,2805480.498,4894446.853,8022.647305
6.21,0.432457324,0.49410697,0.050488701,-0.551433493,2860082.77,4839842.683,7819.335802
6.22,0.437620013,0.494582253,0.044565366,-0.633234827,2919802.041,4780123.131,7635.309771
6.23,0.443046474,0.494994445,0.037870843,-0.705655451,2983753.04,4716173.112,7473.413449
6.24,0.448651129,0.495336338,0.030505654,-0.767353538,3050960.812,4648967.205,7336.266452
6.25,0.45434559,0.495601791,0.022583049,-0.817125221,3120374.897,4579555.517,7226.195952
6.26,0.46004005,0.495785849,0.014227414,-0.853949047,3190887.136,4509045.895,7145.165619
6.27,0.465644705,0.495884851,0.005572229,-0.877027509,3261352.519,4438583.116,7094.708169
6.28,0.471071166,0.4958965,-0.003242339,-0.885821757,3330612.168,4369325.93,7075.868294
6.29,0.476233855,0.495819925,-0.012072151,-0.880076183,3397517.359,4302423.046,7089.161668
6.3,0.481051353,0.495655698,-0.020771987,-0.859830654,3460953.438,4238989.225,7134.553782
6.31,0.485447685,0.495405837,-0.029198502,-0.825419525,3519862.533,4180082.561,7211.45995
6.32,0.489353519,0.495073767,-0.037213097,-0.777458046,3573264.166,4126683.846,7318.76524
6.33,0.492707257,0.494664266,-0.044684615,-0.716818062,3620273.142,4079678.656,7454.86085
6.34,0.495456008,0.49418337,-0.051491742,-0.644595881,3660114.378,4039842.49,7617.691837
6.35,0.497556423,0.493638271,-0.057525073,-0.562075653,3692134.664,4007828.962,7804.810366
6.36,0.498975378,0.493037188,-0.062688797,-0.470691619,3715811.567,3984160.874,8013.428866
6.37,0.499690494,0.492389221,-0.066902024,-0.371992081,3730759.839,3969223.756,8240.468534
6.38,0.499690494,0.491704202,-0.070099758,-0.26760715,3736735.786,3963261.479,8482.600353
6.39,0.498975378,0.490992528,-0.072233583,-0.159221319,3733639.958,3966373.529,8736.277893
6.4,0.497556423,0.490264995,-0.073272089,-0.048550889,3721518.444,3978513.698,8997.763292
6.41,0.495456008,0.489532628,-0.073201097,0.062674625,3700562.85,3999490.09,9263.149779
6.42,0.492707257,0.488806507,-0.072023714,0.172728646,3671108.838,4028966.588,9528.385474
6.43,0.489353519,0.488097594,-0.069760215,0.279903118,3633632.929,4066466.053,9789.303893
6.44,0.485447685,0.487416564,-0.066447783,0.382525362,3588747.143,4111375.708,10041.66641
6.45,0.481051353,0.486773638,-0.062140046,0.47897772,3537191.002,4162955.172,10281.22083
6.46,0.476233855,0.48617842,-0.056906415,0.567720855,3479820.475,4220347.561,10503.77827
6.47,0.471071166,0.485639747,-0.050831162,0.64732075,3417593.618,4282593.901,10705.30796
6.48,0.465644705,0.485165546,-0.044012217,0.716478564,3351552.908,4348650.853,10882.04667
6.49,0.46004005,0.484762701,-0.036559661,0.774061685,3282804.607,4417411.416,11030.61657
6.5,0.45434559,0.484436946,-0.028593914,0.819133714,3212495.777,4487727.958,11148.14293
6.51,0.448651129,0.484192769,-0.020243639,0.850980783,3141789.914,4558436.625,11232.36199
6.52,0.443046474,0.484033341,-0.011643424,0.869131724,3071842.315,4628381.996,11281.70894
6.53,0.437620013,0.483960471,-0.002931286,0.873369987,3003776.412,4696440.75,11295.37739
6.54,0.432457324,0.483974583,0.005753873,0.863736014,2938662.201,4761543.222,11273.3444
6.55,0.427639826,0.484074723,0.014274806,0.840519685,2877497.729,4822691.883,11216.35838
6.56,0.423243494,0.484258581,0.022498323,0.804243506,2821194.254,4878976.132,11125.89123
6.57,0.41933766,0.484522551,0.030297499,0.75563813,2770565.365,4929583.136,11004.05966
6.58,0.415983923,0.484861795,0.037553599,0.695612539,2726319.929,4973804.818,10853.52368
6.59,0.413235172,0.485270339,0.044157703,0.625221639,2689058.44,5011041.474,10677.37193
6.6,0.411134756,0.485741174,0.050012003,0.545634109,2659272.063,5040802.692,10479.00417
6.61,0.409715802,0.486266376,0.055030793,0.458103096,2637343.508,5062706.445,10262.02052
6.62,0.409000685,0.486837226,0.059141196,0.36394178,2623548.868,5076477.242,10030.12508
6.63,0.409000685,0.487444342,0.062283669,0.264505098,2618059.582,5081944.15,9787.049142
6.64,0.409715802,0.488077816,0.064412368,0.16117797,2620943.876,5079039.352,9536.496259
6.65,0.411134756,0.488727353,0.065495412,0.055369469,2632167.251,5067797.661,9282.108481
6.66,0.413235172,0.489382406,0.06551513,-0.051488503,2651591.86,5048357.134,9027.450542
6.67,0.415983923,0.490032327,0.064468285,-0.157940163,2678974.929,5020960.67,8776.006838
6.68,0.41933766,0.490666506,0.062366325,-0.262505031,2713966.599,4985958.157,8531.184762
6.69,0.423243494,0.491274524,0.059235616,-0.36368007,2756107.867,4943808.539,8296.317667
6.7,0.427639826,0.491846301,0.055117633,-0.459947323,2804829.411,4895080.998,8074.661165
6.71,0.432457324,0.492372246,0.050069035,-0.549788978,2859452.19,4840454.36,7869.377817
6.72,0.437620013,0.492843411,0.04416154,-0.631710918,2919190.657,4780713.897,7683.507184
6.73,0.443046474,0.493251638,0.037481539,-0.704274633,2983159.293,4716744.813,7519.920606
6.74,0.448651129,0.493589703,0.030129337,-0.766136153,3050382.897,4649521.976,7381.262578
6.75,0.45434559,0.493851448,0.022217993,-0.816089448,3119810.762,4580095.768,7269.882898
6.76,0.46004005,0.494031903,0.013871722,-0.853110862,3190334.493,4509574.305,7187.765536
6.77,0.465644705,0.494127384,0.005223856,-0.876400624,3260808.851,4439102.612,7136.461063
6.78,0.471071166,0.494135575,-0.003585563,-0.885417559,3330074.744,4369839.659,7117.029457
6.79,0.476233855,0.494055581,-0.012412497,-0.87990367,3396983.255,4302934.349,7129.998966
6.8,0.481051353,0.493887953,-0.021111805,-0.859896383,3460419.563,4239501.598,7175.344835
6.81,0.485447685,0.493634684,-0.029540192,-0.825727583,3519325.658,4180599.615,7252.48922
6.82,0.489353519,0.493299176,-0.03755909,-0.77801003,3572720.96,4127209.266,7360.321067
6.83,0.492707257,0.49288618,-0.045037344,-0.717613071,3619720.205,4080216.158,7497.232453
6.84,0.495456008,0.49240171,-0.051853619,-0.6456305,3659548.282,4040395.774,7661.166299
6.85,0.497556423,0.491852935,-0.05789846,-0.563343919,3691551.994,4008401.673,7849.669571
6.86,0.498975378,0.491248048,-0.063075987,-0.472184947,3715208.963,3984756.55,8059.946363
6.87,0.499690494,0.490596129,-0.067305208,-0.373699138,3730134.045,3969845.783,8288.906264
6.88,0.499690494,0.489906987,-0.070521001,-0.269513673,3736083.7,3963913.038,8533.205162
6.89,0.498975378,0.489191001,-0.07267479,-0.161309879,3732958.692,3967057.535,8789.27775
6.9,0.497556423,0.488458947,-0.073734975,-0.050800619,3720805.389,3979232.732,9053.363169
6.91,0.495456008,0.487721836,-0.073687151,0.060288314,3699815.749,4000246.333,9321.527145
6.92,0.492707257,0.486990733,-0.072534158,0.170234315,3670325.865,4029761.733,9589.685442
6.93,0.489353519,0.486276589,-0.070295968,0.277333455,3632812.772,4067301.226,9853.634102
6.94,0.485447685,0.485590072,-0.067009415,0.379917189,3587889.088,4112251.387,10109.09183
6.95,0.481051353,0.484941399,-0.062727739,0.476371788,3536295.012,4163871.108,10351.75871
6.96,0.476233855,0.484340176,-0.057519929,0.565161364,3478887.253,4221302.717,10577.39362
6.97,0.471071166,0.483795244,-0.051469801,0.64485456,3416624.655,4283586.413,10781.9099
6.98,0.465644705,0.483314537,-0.044674809,0.714154082,3350550.505,4349678.018,10961.48608
6.99,0.46004005,0.482904955,-0.03724455,0.771927445,3281771.858,4418469.712,11112.68541
7,0.45434559,0.482572251,-0.029298965,0.817236701,3211436.523,4488813.105,11232.57562
7.01,0.448651129,0.482320936,-0.020966266,0.849364611,3140708.652,4559543.686,11318.83903
7.02,0.443046474,0.482154209,-0.012380626,0.867834761,3070744.08,4629505.505,11369.86277
7.03,0.437620013,0.482073911,-0.003679718,0.872423602,3002666.624,4697574.878,11384.80054
7.04,0.432457324,0.482080501,0.004997831,0.863163063,2937546.498,4762681.951,11363.59944
7.05,0.427639826,0.482173061,0.013514955,0.840333387,2876381.785,4823829.194,11306.98932
7.06,0.423243494,0.482349321,0.021738546,0.804446798,2820083.608,4880106.182,11216.43578
7.07,0.41933766,0.482605713,0.029541654,0.756223559,2769465.259,4930700.419,11094.06169
7.08,0.415983923,0.482937436,0.036805424,0.696562699,2725235.172,4974904.301,10942.54515
7.09,0.413235172,0.483338554,0.043420716,0.626510101,2687993.307,5012118.702,10765.00382
7.1,0.411134756,0.483802091,0.049289419,0.547226756,2658230.215,5041853.857,10564.8758
7.11,0.409715802,0.484320153,0.054325456,0.459959735,2636327.961,5063728.42,10345.80696
7.12,0.409000685,0.484884047,0.058455526,0.366017902,2622561.979,5077467.589,10111.55254
7.13,0.409000685,0.485484414,0.061619629,0.266753639,2617103.067,5082901.102,9865.898212
7.14,0.409715802,0.486111364,0.063771443,0.163550959,2620018.844,5079961.777,9612.603248
7.15,0.411134756,0.486754611,0.064878613,0.057819474,2631274.251,5068685.014,9355.365012
7.16,0.413235172,0.48740362,0.064922998,-0.049007194,2650730.937,5049209.406,9097.801771
7.17,0.415983923,0.488047743,0.063900918,-0.155470648,2678145.675,5021778.337,8843.44861
7.18,0.41933766,0.488676371,0.061823405,-0.260087179,2713168.205,4986742.131,8595.760056
7.19,0.423243494,0.489279079,0.058716444,-0.361350156,2755339.169,4944560.128,8358.112613
7.2,0.427639826,0.489845778,0.054621166,-0.457737862,2804088.928,4895801.872,8133.800875
7.21,0.432457324,0.490366865,0.049593922,-0.547728711,2858738.153,4841146.525,7926.022211
7.22,0.437620013,0.490833378,0.043706162,-0.629824897,2918501.036,4781379.667,7737.846908
7.23,0.443046474,0.491237141,0.037044043,-0.702584367,2982491.817,4717386.792,7572.173107
7.24,0.448651129,0.491570911,0.029707672,-0.764659771,3049735.071,4650143.037,7431.668348
7.25,0.45434559,0.491828508,0.021809944,-0.814841873,3119179.885,4580699.032,7318.701881
7.26,0.46004005,0.492004938,0.013474938,-0.852103978,3189717.675,4510163.11,7235.273672
7.27,0.465644705,0.492096496,0.004835884,-0.875643447,3260203.035,4439680.489,7182.946974
7.28,0.471071166,0.492100839,-0.003967253,-0.884916391,3329476.726,4370410.294,7162.791253
7.29,0.476233855,0.492017047,-0.012790485,-0.879662273,3396389.711,4303501.547,7175.341189
7.3,0.481051353,0.491845645,-0.021488696,-0.859916147,3459827.074,4240069.246,7220.575564
7.31,0.485447685,0.491588599,-0.029918592,-0.826007694,3518730.738,4181171.641,7297.917336
7.32,0.489353519,0.491249286,-0.037941588,-0.778547635,3572120.085,4127789.6,7406.253707
7.33,0.492707257,0.490832431,-0.045426489,-0.718403415,3619109.841,4080808.7,7543.972632
7.34,0.495456008,0.490344024,-0.052251904,-0.64666702,3658924.915,4041004.354,7709.010659
7.35,0.497556423,0.489791207,-0.058308303,-0.564618278,3690912.157,4009030.021,7898.906213
7.36,0.498975378,0.489182152,-0.063499712,-0.473686985,3714549.269,3985408.259,8110.852651
7.37,0.499690494,0.488525915,-0.067745029,-0.375416732,3729451.222,3970524.273,8341.746498
7.38,0.499690494,0.487832284,-0.070978999,-0.271432502,3735374.633,3964621.513,8588.228001
7.39,0.498975378,0.487111616,-0.073152891,-0.163413095,3732220.472,3967798.933,8846.713253
7.4,0.497556423,0.486374673,-0.074234921,-0.053068457,3720035.37,3980009.67,9113.419362
7.41,0.495456008,0.485632445,-0.074210473,0.057878966,3699011.614,4001061.033,9384.386059
7.42,0.492707257,0.484895985,-0.073082135,0.167710319,3669485.704,4030615.953,9655.49861
7.43,0.489353519,0.484176233,-0.070869591,0.27472575,3631935.16,4068196.174,9922.51761
7.44,0.485447685,0.483483849,-0.067609345,0.377260964,3586973.176,4113187.639,10181.12107
7.45,0.481051353,0.482829044,-0.063354267,0.473706424,3535340.602,4164848.528,10426.96315
7.46,0.476233855,0.482221423,-0.058172931,0.562530092,3477894.875,4222320.391,10655.75183
7.47,0.471071166,0.481669832,-0.052148707,0.642303776,3415595.616,4284642.603,10863.34539
7.48,0.465644705,0.481182212,-0.045378574,0.711732296,3349486.921,4350770.14,11045.86432
7.49,0.46004005,0.480765477,-0.03797164,0.769683889,3280676.649,4419594.354,11199.81247
7.5,0.45434559,0.480425396,-0.030047359,0.815219641,3210313.369,4489966.079,11322.19886
7.51,0.448651129,0.480166503,-0.021733475,0.847619453,3139561.919,4560720.12,11410.65007
7.52,0.443046474,0.479992025,-0.013163732,0.866402096,3069578.699,4630699.973,11463.50286
7.53,0.437620013,0.479903833,-0.004475427,0.871337323,3001487.946,4698781.559,11479.86822
7.54,0.432457324,0.479902422,0.00419311,0.862448727,2936360.124,4763894.807,11459.66032
7.55,0.427639826,0.479986909,0.01270502,0.840006948,2875193.387,4825042.157,11403.58736
7.56,0.423243494,0.480155063,0.020927304,0.804513845,2818898.754,4881313.337,11313.10562
7.57,0.41933766,0.480403355,0.028733018,0.756679108,2768289.243,4931896.167,11190.34129
7.58,0.415983923,0.480727024,0.036003203,0.697391552,2724072.88,4976083.505,11037.98804
7.59,0.413235172,0.48112017,0.042628522,0.627687738,2686849.101,5013276.792,10859.1903
7.6,0.411134756,0.481575852,0.04851058,0.548720649,2657107.861,5042986.901,10657.42268
7.61,0.409715802,0.482086207,0.053562943,0.461730974,2635230.581,5064833.17,10436.37532
7.62,0.409000685,0.48264257,0.057711896,0.368022972,2621492.046,5078541.482,10199.85341
7.63,0.409000685,0.483235605,0.060896991,0.268946208,2616062.416,5083942.245,9951.696107
7.64,0.409715802,0.483855442,0.063071436,0.16588355,2619008.709,5080968.91,9695.717749
7.65,0.411134756,0.484491808,0.064202401,0.060244915,2630295.314,5069657.461,9435.670575
7.66,0.413235172,0.485134177,0.064271282,-0.046534595,2649783.383,5050147.026,9175.226161
7.67,0.415983923,0.485771907,0.063273953,-0.152994246,2677229.244,5022681.466,8917.970306
7.68,0.41933766,0.486394388,0.061221025,-0.257647426,2712282.246,4987611.541,8667.404989
7.69,0.423243494,0.486991193,0.058138095,-0.358984305,2754482.683,4945396.985,8426.950561
7.7,0.427639826,0.487552224,0.054065937,-0.455479882,2803260.6,4896607.706,8199.941784
7.71,0.432457324,0.488067869,0.049060578,-0.545609354,2857936.379,4841923.211,7989.612603
7.72,0.437620013,0.48852915,0.043193176,-0.62787186,2917723.94,4782129.408,7799.066512
7.73,0.443046474,0.488927876,0.036549625,-0.700822491,2981737.257,4718112.112,7631.231731
7.74,0.448651129,0.489256784,0.029229797,-0.76311124,3049000.646,4650846.771,7488.802996
7.75,0.45434559,0.489509674,0.021346379,-0.813526389,3118462.937,4581384.318,7374.174062
7.76,0.46004005,0.489681529,0.013023264,-0.851038896,3189015.291,4510833.378,7289.366848
7.77,0.465644705,0.489768616,0.00439352,-0.87484386,3259512.054,4440339.44,7235.964072
7.78,0.471071166,0.489768568,-0.004403027,-0.884395192,3328793.746,4371061.885,7215.052199
7.79,0.476233855,0.489680436,-0.013222506,-0.879430174,3395711.104,4304149.957,7227.18043
7.8,0.481051353,0.489504717,-0.021919896,-0.859981682,3459149.005,4240718.846,7272.339541
7.81,0.485447685,0.489243347,-0.030351979,-0.826377206,3518049.188,4181826.957,7349.961919
7.82,0.489353519,0.488899673,-0.038380218,-0.779225237,3571430.879,4128455.275,7458.941557
7.83,0.492707257,0.48847839,-0.045873449,-0.719390925,3618408.679,4081489.452,7597.670495
7.84,0.495456008,0.487985455,-0.052710286,-0.647963849,3658207.408,4041704.934,7764.086538
7.85,0.497556423,0.487427981,-0.058781181,-0.566221266,3690173.868,4009755.165,7955.726364
7.86,0.498975378,0.486814109,-0.063990115,-0.475590158,3713785.759,3986162.645,8169.778322
7.87,0.499690494,0.486152864,-0.068255908,-0.377610971,3728658.104,3971312.459,8403.130299
7.88,0.499690494,0.485454007,-0.071513198,-0.273905118,3734547.632,3965447.877,8652.409781
7.89,0.498975378,0.484727866,-0.073713106,-0.166147329,3731355.497,3968667.599,8914.015382
7.9,0.497556423,0.483985177,-0.07482366,-0.056042907,3719128.606,3980924.418,9184.141306
7.91,0.495456008,0.483236908,-0.074830002,0.054690923,3698059.615,4002025.206,9458.798209
7.92,0.492707257,0.482494089,-0.073734428,0.164341077,3668485.503,4031632.339,9733.835385
7.93,0.489353519,0.481767643,-0.071556267,0.271213901,3630884.395,4069266.891,10004.96995
7.94,0.485447685,0.481068214,-0.068331606,0.373651524,3585870.207,4114314.009,10267.82855
7.95,0.481051353,0.480406006,-0.064112834,0.470050764,3534184.638,4166030.963,10518.006
7.96,0.476233855,0.479790618,-0.058967983,0.558885491,3476686.077,4223558.288,10751.14346
7.97,0.471071166,0.479230896,-0.052979826,0.638732525,3414335.19,4285934.263,10963.02579
7.98,0.465644705,0.478734792,-0.046244701,0.708300335,3348177.165,4352112.726,11149.69507
7.99,0.46004005,0.47830923,-0.038871048,0.766458967,3279320.968,4420983.896,11307.57387
8,0.45434559,0.477960002,-0.030977647,0.812269075,3208916.236,4491397.522,11433.58975
8.01,0.448708074,0.477691668,-0.022691581,0.845007601,3138128.781,4562187.432,11525.29072
8.02,0.443272457,0.477507401,-0.014163546,0.860674748,3068879.7,4631425.831,11572.72494
8.03,0.43812178,0.477408707,-0.005576301,0.856855021,3003042.427,4697245.726,11569.8502
8.04,0.433332855,0.477395272,0.002889079,0.836299631,2941523.072,4758743.641,11523.00451
8.05,0.428975114,0.477465094,0.011075798,0.801114799,2885132.969,4815107.19,11437.3063
8.06,0.42510962,0.477614698,0.018846152,0.753013946,2834591.284,4865619.688,11317.1875
8.07,0.421788215,0.477839315,0.02607903,0.693603904,2790493.735,4909684.982,11167.00792
8.08,0.419052856,0.478133045,0.032668883,0.624391177,2753326.464,4946819.06,10991.01412
8.09,0.416935109,0.478489005,0.038525324,0.546903773,2723448.979,4976662.263,10793.56898
8.1,0.41545584,0.478899486,0.043573048,0.462630774,2701111.723,4998965.83,10578.95866
8.11,0.414625078,0.479356101,0.047751778,0.373089758,2686446.142,5013598.256,10351.50334
8.12,0.414442074,0.479849933,0.051016212,0.279759488,2679481.578,5020531.432,10115.36221
8.13,0.414895523,0.480371687,0.053335894,0.184130672,2680138.172,5019845.152,9874.621865
8.14,0.415963972,0.480911839,0.054695045,0.087648027,2688241.09,5011715.093,9633.142355
8.15,0.417616381,0.481460775,0.055092318,-0.008246087,2703514.482,4996417.008,9394.647478
8.16,0.419812838,0.482008941,0.054540535,-0.102161064,2725593.211,4974316.553,9162.609078
8.17,0.422505406,0.48254698,0.05306634,-0.192723113,2754018.231,4945872.638,8940.332868
8.18,0.425639088,0.483065867,0.050709797,-0.278622337,2788247.585,4911627.482,8730.862378
8.19,0.429152892,0.483557043,0.047523867,-0.358590352,2827654.81,4872207.37,8537.046793
8.2,0.432980979,0.48401254,0.043573741,-0.431449928,2871541.506,4828310.765,8361.448108
8.21,0.43705386,0.484425098,0.038935977,-0.496105956,2919140.434,4780704.696,8206.384175
8.22,0.44129964,0.484788274,0.033697416,-0.55159746,2969631.306,4730209.374,8073.834125
8.23,0.445645271,0.485096539,0.027953843,-0.597097381,3022149.161,4677689.541,7965.461806
8.24,0.4500178,0.485345357,0.021808404,-0.631961342,3075803.498,4624035.546,7882.526825
8.25,0.45434559,0.485531253,0.015369778,-0.655727645,3129690.883,4570150.63,7825.902789
8.26,0.45855949,0.485651856,0.008750162,-0.668154635,3182915.866,4516930.082,7796.007437
8.27,0.462593944,0.485705924,0.002063114,-0.669212206,3234605.394,4465246.82,7792.831252
8.28,0.466388005,0.485693346,-0.004578665,-0.659101556,3283928.941,4415931.237,7815.897331
8.29,0.469886258,0.485615122,-0.011065533,-0.638233559,3330111.858,4369757.92,7864.308979
8.3,0.473039624,0.485473324,-0.017293014,-0.607229999,3372452.199,4327428.721,7936.74087
8.31,0.475806036,0.485271035,-0.023163739,-0.56689004,3410330.728,4289562.856,8031.503969
8.32,0.478150982,0.485012263,-0.028589156,-0.518177459,3443222.883,4256684.807,8146.560294
8.33,0.480047906,0.484701855,-0.033490979,-0.462180853,3470704.341,4229218.873,8279.596163
8.34,0.481478466,0.48434538,-0.037802335,-0.400094092,3492457.752,4207482.287,8428.048761
8.35,0.482432631,0.483949018,-0.041468625,-0.333176876,3508273.876,4191684.205,8589.177764
8.36,0.482908654,0.483519428,-0.044448076,-0.262734819,3518053.575,4181923.562,8760.094235
8.37,0.482912879,0.483063622,-0.046712034,-0.190084865,3521805.114,4178191.909,8937.825154
8.38,0.48245943,0.482588833,-0.048244985,-0.116538443,3519642.163,4180375.256,9119.341129
8.39,0.48156976,0.482102384,-0.049044363,-0.04337309,3511777.889,4188260.137,9301.614371
8.4,0.48027209,0.481611561,-0.049120142,0.028180882,3498519.569,4201538.85,9481.646985
8.41,0.478600736,0.481123491,-0.048494246,0.096963485,3480259.869,4219818.337,9656.52638
8.42,0.476595356,0.480645024,-0.047199793,0.161895871,3457468.476,4242628.427,9823.457377
8.43,0.474300109,0.480182628,-0.045280186,0.221999545,3430680.875,4269433.211,9979.818063
8.44,0.471762763,0.479742293,-0.042788064,0.276405353,3400487.436,4299641.854,10123.19606
8.45,0.46903376,0.479329438,-0.039784131,0.324369213,3367520.239,4332621.905,10251.4433
8.46,0.466165253,0.478948845,-0.036335868,0.365278697,3332440.412,4367711.871,10362.71168
8.47,0.463210145,0.478604592,-0.032516167,0.398664352,3295924.003,4404235.474,10455.50015
8.48,0.46022113,0.478300009,-0.028401882,0.42420229,3258648.824,4441514.704,10528.68089
8.49,0.457249764,0.478037644,-0.024072349,0.441719572,3221280.773,4478883.622,10581.52976
8.5,0.45434559,0.477819248,-0.019607892,0.451191236,3184461.701,4515700.387,10613.73396
8.51,0.451555304,0.477645771,-0.015088352,0.45273879,3148797.621,4551359.137,10625.39892
8.52,0.448922014,0.477517374,-0.010591667,0.446621182,3114848.954,4585299.648,10617.03266
8.53,0.446484569,0.477433455,-0.00619254,0.433226815,3083121.71,4617016.226,10589.52765
8.54,0.444276987,0.477392687,-0.001961212,0.413059465,3054060.891,4646064.198,10544.12367
8.55,0.442327996,0.477393069,0.002037625,0.386725591,3028045.085,4672065.391,10482.36965
8.56,0.440660667,0.477431985,0.00574577,0.354917283,3005383.143,4694711.35,10406.07219
8.57,0.43929218,0.477506274,0.009112296,0.318397285,2986311.967,4713765.614,10317.24657
8.58,0.438233689,0.477612305,0.012094164,0.277981257,2970996.056,4729064.083,10218.0604
8.59,0.437490318,0.477746057,0.01465668,0.234522628,2959527.914,4740514.668,10110.78328
8.6,0.437061256,0.477903208,0.016773787,0.188895815,2951929.83,4748095.431,9997.733731
8.61,0.436939972,0.478079216,0.018428208,0.14198213,2948156.294,4751852.233,9881.234149
8.62,0.437114526,0.478269413,0.019611433,0.094654613,2948097.48,4751895.176,9763.565642
8.63,0.437567975,0.478469088,0.020323581,0.047765268,2951583.234,4748394.681,9646.931139
8.64,0.438278866,0.478673571,0.020573114,0.002131418,2958387.963,4741576.536,9533.419178
8.65,0.439221798,0.478878319,0.020376439,-0.041475922,2968235.99,4731716.597,9424.975059
8.66,0.440368047,0.479078989,0.019757379,-0.082344403,2980807.724,4719134.564,9323.372635
8.67,0.44168624,0.479271509,0.018746535,-0.119830862,2995746.295,4704187.405,9230.192373
8.68,0.443143052,0.479452146,0.017380542,-0.153372192,3012664.893,4687261.964,9146.800084
8.69,0.44470394,0.479617556,0.01570122,-0.182494183,3031154.498,4668767.288,9074.331344
8.7,0.44633386,0.479764837,0.013754647,-0.206820028,3050792.117,4649126.337,9013.677165
8.71,0.447997993,0.479891563,0.011590153,-0.226076324,3071149.201,4628767.629,8965.47543
8.72,0.449662428,0.479995811,0.00925926,-0.240097934,3091800.248,4608116.583,8930.104547
8.73,0.451294828,0.480076181,0.006814593,-0.248829831,3112331.253,4587587.125,8907.683257
8.74,0.45286503,0.480131799,0.004308776,-0.252327181,3132347.936,4567573.415,8898.073523
8.75,0.45434559,0.48016231,0.001793345,-0.250752188,3151483.423,4548442.209,8900.889706
8.76,0.45571226,0.480167865,-0.000682293,-0.244368965,3169405.299,4530525.775,8915.51116
8.77,0.456944386,0.480149094,-0.003071844,-0.233535408,3185821.741,4514115.79,8941.10063
8.78,0.458025216,0.480107069,-0.005333011,-0.218693377,3200486.698,4499458.135,8976.625681
8.79,0.458942125,0.480043262,-0.007428278,-0.200356533,3213203.883,4486748.929,9020.884865
