0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,100.0,0.0,0.0,-100.0,0.0,-0.0,10000.0,0.0,100.0,0.0,0.0,-100.0,0.0,-0.0,10000.0
0.01,0.996082223441236,99.07884187701993,-142.6869473941007,-0.9707562083875249,-93.11142522366907,1068.4598530973665,-136.8841483373839,10071.334011656056,0.9959724258447488,98.99472993870089,-150.1749498988969,-0.9696997550825178,-92.44605607351004,1124.878708317442,-140.19913462183683,10000.0664844629
0.02,1.977532487864152,97.29119142465872,-204.3072071188039,-1.8322015437096923,-79.79675041478613,1514.2341334192824,-193.13045542221087,10084.188794102862,1.9773233890659,97.1779185399478,-209.1810018529916,-1.8300190944576609,-78.91881113708156,1547.8704058372996,-195.12210445545176,10000.08052237342
0.03,2.938192524393561,94.9998829746693,-247.51633403267283,-2.5399216865740506,-62.96150508580397,1805.082427435074,-232.7048066947008,10081.52688730084,2.9378917013243435,94.86624966371524,-251.115144589773,-2.536701835508392,-61.95599712979556,1826.6570507575125,-233.9771694169242,10000.078952969698
0.04,3.873814477948924,92.33747228891656,-280.27664430528193,-3.065553767726417,-43.76932485919874,2000.2798213743915,-262.5947242580502,10068.750096168498,3.873430339339869,92.18864095282728,-283.02034257066754,-3.0614761065126865,-42.69063804791308,2013.033968978528,-263.3412948098818,10000.06703282993
0.05,4.781185292148286,89.39029777280098,-305.5441639195482,-3.390244030962852,-23.048495986969613,2120.4319403434947,-285.4536884877154,10049.417383562752,4.780726979391046,89.2300050285273,-307.6298042755291,-3.385555412208773,-21.939657928241022,2125.7466726030607,-285.76669595916684,10000.048261299738
0.06,5.65783217234443,86.22435278386072,-324.81375002166664,-3.502603501760948,-1.4952401328192613,2174.273442732604,-302.63741397871746,10026.639384303804,5.657309250367017,86.05558239513407,-326.35437183362524,-3.497604644686631,-0.3940622483431705,2172.757740212702,-302.5708760107522,10000.025715899708
0.07,6.501875662516969,82.89438166440299,-338.97716051317656,-3.397867473840495,20.24728382478102,2164.7440067783923,-314.9601628806768,10003.39803965856,6.501297748039983,82.71964582312552,-340.04699172478104,-3.392903178697257,21.305196733094363,2156.539123584655,-314.5508262893928,10000.002360924316
0.08,7.311942133237675,79.44798287968413,-348.633458006899,-3.077637690887118,41.54128939177821,2090.381904431394,-322.97246188361896,9982.656823281235,7.311318480425999,79.26945771569089,-349.2871879971032,-3.0730881899810023,42.52043430393874,2075.2832589951863,-322.2491146743666,9999.981158405975
0.09,8.087104782380736,75.92766706857479,-354.2333065316242,-2.550113643170947,61.69903529185949,1943.2428035704752,-327.09199716354334,9966.942454162056,8.08644382818649,75.74726035194475,-354.51589449029285,-2.546343889399373,62.57109897719398,1921.8266786032304,-326.0805159570997,9999.965169619816
0.1,8.826838847389205,72.37183766029727,-356.1656429746379,-1.8309061864101008,79.92585169331028,1708.9385649932335,-327.6838550416028,9958.919968395096,8.826147779445652,72.19122626884916,-356.118169783437,-1.8281571755857573,80.66009445107053,1678.5341477922057,-326.4105637862516,9999.957821696193
0.11,9.530982348678949,68.81501135495661,-354.8311612419675,-0.9448551039505948,95.14808482430246,1343.3200632174196,-325.13052052143377,9963.217415111372,9.530266809179071,68.63564795817005,-354.49942474822745,-0.9432406368088848,95.6869618990182,1294.884909112511,-323.62946610205097,9999.964084630989
0.12,10.199694366066886,65.2871070887255,-350.76838865868984,0.067525815440441,104.99574444744144,512.1391427134179,-319.95568904262177,10022.237496131826,10.198958281271318,65.11015029872955,-350.2300269930535,0.0678705895328815,104.89665907487586,57.97752366291593,-318.29534379876674,10000.023681279392
0.1300000000000001,10.83339045330838,61.808866634048535,-345.38559036911147,1.103046223109614,101.18398037976482,-688.7397898686372,-313.5526783584942,10062.794791797394,10.832635688448631,61.63466952587604,-344.85479819133207,1.1018984505556428,100.67996894060197,-737.7220157978544,-311.94291012718867,10000.064774538268
0.1400000000000001,11.432598213941096,58.38355995919363,-340.30388714254315,2.067089588201212,91.89466738619552,-1099.3251618255188,-307.52891397600456,10076.38878512404,11.431824229242252,58.211706381626,-339.8710829110536,2.0645733425126327,91.2045431458356,-1130.7689095929238,-306.0611391743938,10000.07996785176
0.1500000000000001,11.997812389479275,55.0038032251277,-336.27380998217427,2.918847068566938,79.25922315191369,-1384.058758503455,-302.6255862293249,10079.010769333894,11.997016375738143,54.83352888478815,-335.99899358586225,2.915112584815439,78.44688709690179,-1405.9834403796865,-301.3632731075537,10000.08406223823
0.1600000000000001,12.529417792152357,51.65592997051578,-333.8461227521995,3.6304352551386967,64.22659843911417,-1590.6860040460572,-299.3861909883749,10073.6925429055,12.528594876221383,51.486225933375394,-333.7735488142544,3.625671612773621,63.33394344876633,-1605.724083959426,-298.37872909091914,10000.079988350552
