0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.0,100.0,0.0,0.0,-100.0,0.0,-0.0,10000.0,0.0,100.0,0.0,0.0,-100.0,0.0,-0.0,10000.0
0.01,0.996082185568653,99.07882997504665,-142.6898893271552,-0.9708531990301866,-93.13000291285448,1066.504084733588,-136.88701113275815,10073.17196126038,0.9959724258447488,98.99472993870089,-150.1749498988969,-0.9696997550825178,-92.44605607351004,1124.878708317442,-140.19913462183683,10000.0664844629
0.02,1.9775320433748853,97.29111766473828,-204.3163977084015,-1.8325899466283715,-79.8343865067407,1512.3749605626977,-193.13952478704397,10087.787049032166,1.9773233890659,97.1779185399478,-209.1810018529916,-1.8300190944576609,-78.91881113708156,1547.8704058372996,-195.12210445545176,10000.08052237342
0.03,2.938190663308573,94.9996731667872,-247.5338241960248,-2.5407859586849213,-63.017032228273386,1803.3557699555784,-232.72214311846696,10086.583915259622,2.9378917013243435,94.86624966371524,-251.115144589773,-2.536701835508392,-61.95599712979556,1826.6570507575125,-233.9771694169242,10000.078952969698
0.04,3.873809344824709,92.3370339207038,-280.3041278057023,-3.0670647807416973,-43.84123009362543,1998.7199421792411,-262.6220267889345,10074.901973610064,3.873430339339869,92.18864095282728,-283.02034257066754,-3.0614761065126865,-42.69063804791308,2013.033968978528,-263.3412948098818,10000.06703282993
0.05,4.781174017939116,89.38952252241324,-305.5831434283248,-3.3925556031799533,-23.134912368830605,2119.07571684398,-285.4924641518623,10056.257876267942,4.780726979391046,89.2300050285273,-307.6298042755291,-3.385555412208773,-21.939657928241022,2125.7466726030607,-285.76669595916684,10000.048261299738
0.06,5.6578107251804095,86.22311804774701,-324.86559780682666,-3.505848631123467,-1.5938994781925118,2173.1643320214944,-302.6890393923388,10033.7353143762,5.657309250367017,86.05558239513407,-326.35437183362524,-3.497604644686631,-0.3940622483431705,2172.757740212702,-302.5708760107522,10000.025715899708
0.07,6.501838711554012,82.89255175081534,-339.043132872952,-3.4021538495533976,20.13914644246645,2163.937911370439,-315.0258990551392,10010.302643106312,6.501297748039983,82.71964582312552,-340.04699172478104,-3.392903178697257,21.305196733094363,2156.539123584655,-314.5508262893928,10000.002360924316
0.08,7.311882924479835,79.4454102668542,-348.7146710084514,-3.0830417451205885,41.42720513642893,2090.048807519709,-323.0534301742802,9988.925755309938,7.311318480425999,79.26945771569089,-349.2871879971032,-3.0730881899810023,42.52043430393874,2075.2832589951863,-322.2491146743666,9999.981158405975
0.09,8.087015033796263,75.92419575878729,-354.3301599602288,-2.556629982604416,61.59332297995023,1945.0322768415383,-327.1886052322212,9972.66854867402,8.08644382818649,75.74726035194475,-354.51589449029285,-2.546343889399373,62.57109897719398,1921.8266786032304,-326.0805159570997,9999.965169619816
